tileswide 80
tileshigh 40
tilewidth 16
tileheight 16

layer 0
44,44,44,44,50,34,34,34,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,50,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,50,34,34,34,34,34,34,35,1,1,1,1,1,1,1,1,1,1,33,34,34,34,34,34,34,34,34,34,34,34,51,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,50,34,34,34,34,34,35,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,50,34,34,34,34,34,34,34,34,34,34,51,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,
54,54,54,54,54,54,54,41,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,54,54,54,55,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,41,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,54,54,54,54,41,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
81,81,81,1,1,1,1,53,54,41,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
81,81,81,1,1,1,1,1,1,53,54,54,54,54,54,54,41,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,1,1,1,1,1,1,1,1,53,54,54,54,41,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,43,44,44,44,44,44,44,50,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,50,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,1,1,1,43,44,44,44,44,44,44,44,50,34,34,34,34,34,34,34,34,34,35,1,1,1,1,
81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,
81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,33,51,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,50,35,1,1,1,
81,81,81,81,81,81,81,1,1,1,1,1,1,1,33,51,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,50,34,34,34,
81,81,81,81,81,81,81,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
81,81,81,81,81,81,81,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,54,54,54,54,54,54,54,54,41,44,44,44,44,44,44,44,44,44,44,44,44,44,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,54,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,41,44,44,44,44,44,44,44,44,44,44,44,44,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,54,54,54,54,54,54,54,54,41,44,44,44,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,40,55,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,54,54,54,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,33,34,34,34,34,34,34,34,34,34,34,34,34,51,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
33,51,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
51,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,40,54,54,54,54,54,54,54,54,54,54,54,54,55,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44,44,44,44,44,44,44,44,44,44,44,44,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
